date,region,infected,recovered,dead
2020-04-25,Удмуртская Республика,193,19,4
2020-04-26,Удмуртская Республика,202,19,4
2020-04-27,Удмуртская Республика,207,19,5
2020-04-28,Удмуртская Республика,212,19,6
2020-04-29,Удмуртская Республика,217,28,6
2020-04-30,Удмуртская Республика,228,31,8
2020-05-01,Удмуртская Республика,237,31,8
2020-05-02,Удмуртская Республика,244,45,9
2020-05-03,Удмуртская Республика,271,56,9
2020-05-04,Удмуртская Республика,314,63,10
2020-05-05,Удмуртская Республика,332,66,10
2020-05-06,Удмуртская Республика,344,69,10
2020-05-07,Удмуртская Республика,344,69,10
2020-05-08,Удмуртская Республика,345,91,11
2020-05-09,Удмуртская Республика,352,106,11
2020-05-10,Удмуртская Республика,370,129,11
2020-05-11,Удмуртская Республика,389,129,12
2020-05-12,Удмуртская Республика,395,151,12
2020-05-13,Удмуртская Республика,395,166,12
2020-05-14,Удмуртская Республика,402,180,12
2020-05-15,Удмуртская Республика,408,202,12
2020-05-16,Удмуртская Республика,422,227,12
2020-05-17,Удмуртская Республика,436,229,12
2020-05-18,Удмуртская Республика,441,233,12
2020-05-19,Удмуртская Республика,452,253,12
2020-05-20,Удмуртская Республика,458,270,12
2020-05-21,Удмуртская Республика,463,296,12
2020-04-21,Ульяновская область,187,3,2
2020-04-22,Ульяновская область,196,5,2
2020-04-23,Ульяновская область,228,5,2
2020-04-24,Ульяновская область,253,5,3
2020-04-25,Ульяновская область,280,5,3
2020-04-26,Ульяновская область,307,5,3
2020-04-27,Ульяновская область,331,5,4
2020-04-28,Ульяновская область,360,10,4
2020-04-29,Ульяновская область,379,15,4
2020-04-30,Ульяновская область,406,48,4
2020-05-01,Ульяновская область,429,65,4
2020-05-02,Ульяновская область,461,78,4
2020-05-03,Ульяновская область,499,83,4
2020-05-04,Ульяновская область,528,84,4
2020-05-05,Ульяновская область,544,89,4
2020-05-06,Ульяновская область,573,89,4
2020-05-07,Ульяновская область,605,112,4
2020-05-08,Ульяновская область,681,120,4
2020-05-09,Ульяновская область,765,144,4
2020-05-10,Ульяновская область,807,145,4
2020-05-11,Ульяновская область,848,152,4
2020-05-12,Ульяновская область,886,152,4
2020-05-13,Ульяновская область,932,182,5
2020-05-14,Ульяновская область,1012,222,5
2020-05-15,Ульяновская область,1081,246,5
2020-05-16,Ульяновская область,1159,263,5
2020-05-17,Ульяновская область,1260,276,5
2020-05-18,Ульяновская область,1366,280,5
2020-05-19,Ульяновская область,1462,370,5
2020-05-20,Ульяновская область,1526,372,6
2020-05-21,Ульяновская область,1596,403,6
2020-04-21,Чувашская Республика,235,9,5
2020-04-22,Чувашская Республика,262,14,5
2020-04-23,Чувашская Республика,305,14,5
2020-04-24,Чувашская Республика,348,17,5
2020-04-25,Чувашская Республика,383,31,7
2020-04-26,Чувашская Республика,421,31,8
2020-04-27,Чувашская Республика,463,44,8
2020-04-28,Чувашская Республика,502,44,8
2020-04-29,Чувашская Республика,539,70,8
2020-04-30,Чувашская Республика,586,97,8
2020-05-01,Чувашская Республика,627,117,8
2020-05-02,Чувашская Республика,676,131,8
2020-05-03,Чувашская Республика,731,134,8
2020-05-04,Чувашская Республика,795,134,8
2020-05-05,Чувашская Республика,844,149,8
2020-05-06,Чувашская Республика,892,161,8
2020-05-07,Чувашская Республика,950,175,8
2020-05-08,Чувашская Республика,1018,175,8
2020-05-09,Чувашская Республика,1081,200,8
2020-05-10,Чувашская Республика,1144,205,8
2020-05-11,Чувашская Республика,1220,255,8
2020-05-12,Чувашская Республика,1282,302,8
2020-05-13,Чувашская Республика,1360,334,8
2020-05-14,Чувашская Республика,1439,344,8
2020-05-15,Чувашская Республика,1522,405,8
2020-05-16,Чувашская Республика,1603,457,8
2020-05-17,Чувашская Республика,1700,517,8
2020-05-18,Чувашская Республика,1787,559,8
2020-05-19,Чувашская Республика,1863,559,8
2020-05-20,Чувашская Республика,1936,599,8
2020-05-21,Чувашская Республика,2014,629,9
2020-04-21,Курганская область,15,3,0
2020-04-22,Курганская область,15,3,0
2020-04-23,Курганская область,20,3,0
2020-04-24,Курганская область,22,3,0
2020-04-25,Курганская область,27,4,0
2020-04-26,Курганская область,29,4,0
2020-04-27,Курганская область,31,4,0
2020-04-28,Курганская область,33,4,0
2020-04-29,Курганская область,39,9,0
2020-04-30,Курганская область,40,11,0
2020-05-01,Курганская область,45,11,0
2020-05-02,Курганская область,49,11,0
2020-05-03,Курганская область,51,11,0
2020-05-04,Курганская область,52,16,0
2020-05-05,Курганская область,55,19,0
2020-05-06,Курганская область,56,22,0
2020-05-07,Курганская область,61,24,0
2020-05-08,Курганская область,65,29,0
2020-05-09,Курганская область,71,33,0
2020-05-10,Курганская область,73,33,0
2020-05-11,Курганская область,79,35,0
2020-05-12,Курганская область,84,37,0
2020-05-13,Курганская область,86,38,0
2020-05-14,Курганская область,95,40,0
2020-05-15,Курганская область,103,43,0
2020-05-16,Курганская область,109,43,0
2020-05-17,Курганская область,111,44,0
2020-05-18,Курганская область,119,46,0
2020-05-19,Курганская область,130,52,0
2020-05-20,Курганская область,133,54,0
2020-05-21,Курганская область,150,58,0
2020-04-21,Свердловская область,233,55,1
2020-04-22,Свердловская область,243,60,1
2020-04-23,Свердловская область,271,65,1
2020-04-24,Свердловская область,304,71,1
2020-04-25,Свердловская область,337,82,1
2020-04-26,Свердловская область,395,87,1
2020-04-27,Свердловская область,454,88,1
2020-04-28,Свердловская область,539,88,1
2020-04-29,Свердловская область,629,96,1
2020-04-30,Свердловская область,703,102,1
2020-05-01,Свердловская область,935,102,1
2020-05-02,Свердловская область,1016,120,1
2020-05-03,Свердловская область,1091,126,1
2020-05-04,Свердловская область,1144,127,1
2020-05-05,Свердловская область,1277,156,1
2020-05-06,Свердловская область,1353,193,3
2020-05-07,Свердловская область,1429,212,3
2020-05-08,Свердловская область,1584,237,3
2020-05-09,Свердловская область,1705,269,3
2020-05-10,Свердловская область,1844,270,3
2020-05-11,Свердловская область,1952,283,3
2020-05-12,Свердловская область,2163,382,3
2020-05-13,Свердловская область,2298,427,3
2020-05-14,Свердловская область,2362,501,4
2020-05-15,Свердловская область,2466,546,5
2020-05-16,Свердловская область,2571,601,6
2020-05-17,Свердловская область,2731,610,6
2020-05-18,Свердловская область,2861,630,6
2020-05-19,Свердловская область,2999,817,7
2020-05-20,Свердловская область,3134,890,8
2020-05-21,Свердловская область,3308,976,10
2020-04-21,Тюменская область,290,28,2
2020-04-22,Тюменская область,319,28,2
2020-04-23,Тюменская область,341,34,2
2020-04-24,Тюменская область,357,40,2
2020-04-25,Тюменская область,374,50,3
2020-04-26,Тюменская область,386,58,3
2020-04-27,Тюменская область,399,61,3
2020-04-28,Тюменская область,404,61,3
2020-04-29,Тюменская область,420,88,3
2020-04-30,Тюменская область,435,95,3
2020-05-01,Тюменская область,442,109,3
2020-05-02,Тюменская область,458,140,3
2020-05-03,Тюменская область,495,161,3
2020-05-04,Тюменская область,561,184,3
2020-05-05,Тюменская область,589,186,4
2020-05-06,Тюменская область,658,215,4
2020-05-07,Тюменская область,683,225,5
2020-05-08,Тюменская область,707,271,5
2020-05-09,Тюменская область,730,284,5
2020-05-10,Тюменская область,803,293,5
2020-05-11,Тюменская область,832,300,5
2020-05-12,Тюменская область,902,309,6
2020-05-13,Тюменская область,977,315,6
2020-05-14,Тюменская область,1018,323,6
2020-05-15,Тюменская область,1057,357,6
2020-05-16,Тюменская область,1102,379,7
2020-05-17,Тюменская область,1135,448,7
2020-05-18,Тюменская область,1181,448,7
2020-05-19,Тюменская область,1227,462,7
2020-05-20,Тюменская область,1267,488,7
2020-05-21,Тюменская область,1278,551,7
2020-04-21,Ханты-Мансийский автономный округ — Югра,197,22,0
2020-04-22,Ханты-Мансийский автономный округ — Югра,203,29,1
2020-04-23,Ханты-Мансийский автономный округ — Югра,215,36,1
2020-04-24,Ханты-Мансийский автономный округ — Югра,217,39,1
2020-04-25,Ханты-Мансийский автономный округ — Югра,233,44,1
2020-04-26,Ханты-Мансийский автономный округ — Югра,274,53,1
2020-04-27,Ханты-Мансийский автономный округ — Югра,297,55,2
2020-04-28,Ханты-Мансийский автономный округ — Югра,338,59,2
2020-04-29,Ханты-Мансийский автономный округ — Югра,366,67,2
2020-04-30,Ханты-Мансийский автономный округ — Югра,387,80,3
2020-05-01,Ханты-Мансийский автономный округ — Югра,405,80,3
2020-05-02,Ханты-Мансийский автономный округ — Югра,414,112,3
2020-05-03,Ханты-Мансийский автономный округ — Югра,449,118,3
2020-05-04,Ханты-Мансийский автономный округ — Югра,467,135,4
2020-05-05,Ханты-Мансийский автономный округ — Югра,508,150,4
2020-05-06,Ханты-Мансийский автономный округ — Югра,537,161,4
2020-05-07,Ханты-Мансийский автономный округ — Югра,551,178,4
2020-05-08,Ханты-Мансийский автономный округ — Югра,583,202,4
2020-05-09,Ханты-Мансийский автономный округ — Югра,626,219,4
2020-05-10,Ханты-Мансийский автономный округ — Югра,693,247,4
2020-05-11,Ханты-Мансийский автономный округ — Югра,777,252,4
2020-05-12,Ханты-Мансийский автономный округ — Югра,822,265,6
2020-05-13,Ханты-Мансийский автономный округ — Югра,865,291,6
2020-05-14,Ханты-Мансийский автономный округ — Югра,926,342,6
2020-05-15,Ханты-Мансийский автономный округ — Югра,965,356,8
2020-05-16,Ханты-Мансийский автономный округ — Югра,1048,360,8
2020-05-17,Ханты-Мансийский автономный округ — Югра,1166,389,9
2020-05-18,Ханты-Мансийский автономный округ — Югра,1252,396,9
2020-05-19,Ханты-Мансийский автономный округ — Югра,1308,453,11
2020-05-20,Ханты-Мансийский автономный округ — Югра,1371,478,12
2020-05-21,Ханты-Мансийский автономный округ — Югра,1430,502,12
2020-04-21,Челябинская область,92,35,0
2020-04-22,Челябинская область,102,38,0
2020-04-23,Челябинская область,111,38,0
2020-04-24,Челябинская область,168,43,0
2020-04-25,Челябинская область,240,45,0
2020-04-26,Челябинская область,302,47,0
2020-04-27,Челябинская область,360,47,0
2020-04-28,Челябинская область,408,47,0
2020-04-29,Челябинская область,427,49,1
2020-04-30,Челябинская область,494,54,1
2020-05-01,Челябинская область,538,57,1
2020-05-02,Челябинская область,568,66,2
2020-05-03,Челябинская область,631,69,2
2020-05-04,Челябинская область,682,74,3
2020-05-05,Челябинская область,768,96,3
2020-05-06,Челябинская область,812,111,3
2020-05-07,Челябинская область,839,124,3
2020-05-08,Челябинская область,881,148,3
2020-05-09,Челябинская область,951,188,3
2020-05-10,Челябинская область,1041,249,4
2020-05-11,Челябинская область,1118,263,4
2020-05-12,Челябинская область,1212,301,4
2020-05-13,Челябинская область,1263,311,4
2020-05-14,Челябинская область,1307,360,5
2020-05-15,Челябинская область,1407,438,6
2020-05-16,Челябинская область,1476,496,6
2020-05-17,Челябинская область,1574,543,6
2020-05-18,Челябинская область,1659,564,6
2020-05-19,Челябинская область,1755,593,9
2020-05-20,Челябинская область,1829,644,10
2020-05-21,Челябинская область,1913,694,11
2020-04-21,Ямало-Ненецкий автономный округ,146,7,1
2020-04-22,Ямало-Ненецкий автономный округ,149,22,1
2020-04-23,Ямало-Ненецкий автономный округ,243,22,1
2020-04-24,Ямало-Ненецкий автономный округ,266,35,1
2020-04-25,Ямало-Ненецкий автономный округ,303,35,1
2020-04-26,Ямало-Ненецкий автономный округ,348,35,1
2020-04-27,Ямало-Ненецкий автономный округ,375,35,1
2020-04-28,Ямало-Ненецкий автономный округ,387,39,1
2020-04-29,Ямало-Ненецкий автономный округ,409,101,1
2020-04-30,Ямало-Ненецкий автономный округ,463,105,1
2020-05-01,Ямало-Ненецкий автономный округ,514,116,1
2020-05-02,Ямало-Ненецкий автономный округ,557,118,1
2020-05-03,Ямало-Ненецкий автономный округ,608,129,3
2020-05-04,Ямало-Ненецкий автономный округ,712,129,3
2020-05-05,Ямало-Ненецкий автономный округ,820,131,3
2020-05-06,Ямало-Ненецкий автономный округ,925,137,3
2020-05-07,Ямало-Ненецкий автономный округ,1018,144,3
2020-05-08,Ямало-Ненецкий автономный округ,1054,158,3
2020-05-09,Ямало-Ненецкий автономный округ,1105,158,3
2020-05-10,Ямало-Ненецкий автономный округ,1177,166,3
2020-05-11,Ямало-Ненецкий автономный округ,1239,178,3
2020-05-12,Ямало-Ненецкий автономный округ,1311,179,3
2020-05-13,Ямало-Ненецкий автономный округ,1360,194,3
2020-05-14,Ямало-Ненецкий автономный округ,1433,198,3
2020-05-15,Ямало-Ненецкий автономный округ,1548,220,3
2020-05-16,Ямало-Ненецкий автономный округ,1598,234,3
2020-05-17,Ямало-Ненецкий автономный округ,1689,235,3
2020-05-18,Ямало-Ненецкий автономный округ,1748,246,3
2020-05-19,Ямало-Ненецкий автономный округ,1806,251,3
2020-05-20,Ямало-Ненецкий автономный округ,1838,281,5
2020-05-21,Ямало-Ненецкий автономный округ,1902,324,5
2020-04-21,Алтайский край,127,9,0
2020-04-22,Алтайский край,136,9,0
2020-04-23,Алтайский край,144,13,0
2020-04-24,Алтайский край,152,15,0
2020-04-25,Алтайский край,215,18,1
2020-04-26,Алтайский край,283,22,1
2020-04-27,Алтайский край,310,29,1
2020-04-28,Алтайский край,324,34,1
2020-04-29,Алтайский край,348,45,1
2020-04-30,Алтайский край,382,45,1
2020-05-01,Алтайский край,423,55,1
2020-05-02,Алтайский край,451,69,1
2020-05-03,Алтайский край,498,76,1
2020-05-04,Алтайский край,534,82,2
2020-05-05,Алтайский край,555,109,3
2020-05-06,Алтайский край,588,110,3
2020-05-07,Алтайский край,605,132,3
2020-05-08,Алтайский край,621,164,3
2020-05-09,Алтайский край,641,173,3
2020-05-10,Алтайский край,669,204,3
2020-05-11,Алтайский край,707,224,3
2020-05-12,Алтайский край,727,290,3
2020-05-13,Алтайский край,770,343,3
2020-05-14,Алтайский край,809,378,3
2020-05-15,Алтайский край,847,422,3
2020-05-16,Алтайский край,885,449,3
2020-05-17,Алтайский край,925,465,3
2020-05-18,Алтайский край,970,480,3
2020-05-19,Алтайский край,1014,529,4
2020-05-20,Алтайский край,1054,555,6
2020-05-21,Алтайский край,1111,581,7
2020-04-21,Иркутская область,68,12,3
2020-04-22,Иркутская область,75,13,3
2020-04-23,Иркутская область,75,21,3
2020-04-24,Иркутская область,80,23,3
2020-04-25,Иркутская область,85,25,3
2020-04-26,Иркутская область,87,25,4
2020-04-27,Иркутская область,87,25,4
2020-04-28,Иркутская область,95,33,4
2020-04-29,Иркутская область,101,37,4
2020-04-30,Иркутская область,105,39,4
2020-05-01,Иркутская область,123,50,4
2020-05-02,Иркутская область,130,53,4
2020-05-03,Иркутская область,150,58,4
2020-05-04,Иркутская область,177,62,4
2020-05-05,Иркутская область,200,65,4
2020-05-06,Иркутская область,231,67,4
2020-05-07,Иркутская область,237,75,4
2020-05-08,Иркутская область,255,77,4
2020-05-09,Иркутская область,271,77,4
2020-05-10,Иркутская область,289,80,4
2020-05-11,Иркутская область,313,85,4
2020-05-12,Иркутская область,333,94,4
2020-05-13,Иркутская область,353,100,4
2020-05-14,Иркутская область,379,105,4
2020-05-15,Иркутская область,474,117,4
2020-05-16,Иркутская область,499,124,4
2020-05-17,Иркутская область,526,135,4
2020-05-18,Иркутская область,601,145,4
2020-05-19,Иркутская область,698,160,4
2020-05-20,Иркутская область,746,169,6
2020-05-21,Иркутская область,780,178,6
2020-04-21,Кемеровская область,47,11,1
2020-04-22,Кемеровская область,56,11,1
2020-04-23,Кемеровская область,67,11,1
2020-04-24,Кемеровская область,76,11,1
2020-04-25,Кемеровская область,82,11,1
2020-04-26,Кемеровская область,103,11,1
2020-04-27,Кемеровская область,107,12,1
2020-04-28,Кемеровская область,111,12,2
2020-04-29,Кемеровская область,114,12,2
2020-04-30,Кемеровская область,126,18,2
2020-05-01,Кемеровская область,128,19,2
2020-05-02,Кемеровская область,142,19,2
2020-05-03,Кемеровская область,153,22,2
2020-05-04,Кемеровская область,166,22,4
2020-05-05,Кемеровская область,166,25,4
2020-05-06,Кемеровская область,180,26,4
2020-05-07,Кемеровская область,198,28,4
2020-05-08,Кемеровская область,204,50,5
2020-05-09,Кемеровская область,214,61,6
2020-05-10,Кемеровская область,233,72,6
2020-05-11,Кемеровская область,251,79,7
2020-05-12,Кемеровская область,260,80,7
2020-05-13,Кемеровская область,269,86,7
2020-05-14,Кемеровская область,282,92,7
2020-05-15,Кемеровская область,296,99,7
2020-05-16,Кемеровская область,307,106,7
2020-05-17,Кемеровская область,321,116,7
2020-05-18,Кемеровская область,328,118,7
2020-05-19,Кемеровская область,333,118,7
2020-05-20,Кемеровская область,342,126,7
2020-05-21,Кемеровская область,365,127,7
2020-04-21,Красноярский край,370,17,2
2020-04-22,Красноярский край,392,28,2
2020-04-23,Красноярский край,427,48,5
2020-04-24,Красноярский край,449,48,5
2020-04-25,Красноярский край,467,51,5
2020-04-26,Красноярский край,508,59,5
2020-04-27,Красноярский край,527,59,5
2020-04-28,Красноярский край,574,64,7
2020-04-29,Красноярский край,609,64,7
2020-04-30,Красноярский край,666,64,8
2020-05-01,Красноярский край,714,124,9
2020-05-02,Красноярский край,764,146,9
2020-05-03,Красноярский край,781,153,11
2020-05-04,Красноярский край,823,157,11
2020-05-05,Красноярский край,868,162,12
2020-05-06,Красноярский край,910,162,12
2020-05-07,Красноярский край,933,203,12
2020-05-08,Красноярский край,964,220,12
2020-05-09,Красноярский край,1070,253,13
2020-05-10,Красноярский край,1143,284,14
2020-05-11,Красноярский край,1201,285,15
2020-05-12,Красноярский край,1428,375,15
2020-05-13,Красноярский край,1521,425,15
2020-05-14,Красноярский край,1542,458,15
2020-05-15,Красноярский край,1590,500,16
2020-05-16,Красноярский край,1651,531,18
2020-05-17,Красноярский край,1765,542,18
2020-05-18,Красноярский край,1872,543,18
2020-05-19,Красноярский край,1941,565,20
2020-05-20,Красноярский край,2445,614,21
2020-05-21,Красноярский край,2821,634,22
2020-04-21,Новосибирская область,135,16,4
2020-04-22,Новосибирская область,151,20,4
2020-04-23,Новосибирская область,168,23,4
2020-04-24,Новосибирская область,209,24,4
2020-04-25,Новосибирская область,247,24,4
2020-04-26,Новосибирская область,305,39,4
2020-04-27,Новосибирская область,347,39,4
2020-04-28,Новосибирская область,407,53,4
2020-04-29,Новосибирская область,436,63,4
2020-04-30,Новосибирская область,471,78,4
2020-05-01,Новосибирская область,526,80,5
2020-05-02,Новосибирская область,569,105,7
2020-05-03,Новосибирская область,620,119,7
2020-05-04,Новосибирская область,681,150,9
2020-05-05,Новосибирская область,746,179,9
2020-05-06,Новосибирская область,809,184,11
2020-05-07,Новосибирская область,876,240,12
2020-05-08,Новосибирская область,949,262,12
2020-05-09,Новосибирская область,1025,306,14
2020-05-10,Новосибирская область,1100,307,15
2020-05-11,Новосибирская область,1171,314,15
2020-05-12,Новосибирская область,1226,338,16
2020-05-13,Новосибирская область,1300,404,16
2020-05-14,Новосибирская область,1376,455,16
2020-05-15,Новосибирская область,1447,526,18
2020-05-16,Новосибирская область,1511,610,20
2020-05-17,Новосибирская область,1581,638,20
2020-05-18,Новосибирская область,1652,666,20
2020-05-19,Новосибирская область,1728,692,22
2020-05-20,Новосибирская область,1805,730,22
2020-05-21,Новосибирская область,1881,773,23
2020-04-21,Омская область,41,16,0
2020-04-22,Омская область,45,17,0
2020-04-23,Омская область,53,19,0
2020-04-24,Омская область,54,19,0
2020-04-25,Омская область,58,19,1
2020-04-26,Омская область,62,20,1
2020-04-27,Омская область,71,20,1
2020-04-28,Омская область,82,21,1
2020-04-29,Омская область,87,22,2
2020-04-30,Омская область,97,24,3
2020-05-01,Омская область,107,26,3
2020-05-02,Омская область,116,26,3
2020-05-03,Омская область,127,27,3
2020-05-04,Омская область,161,31,3
2020-05-05,Омская область,191,39,3
2020-05-06,Омская область,197,40,3
2020-05-07,Омская область,208,46,4
2020-05-08,Омская область,223,46,6
2020-05-09,Омская область,245,54,6
2020-05-10,Омская область,279,54,6
2020-05-11,Омская область,302,58,7
2020-05-12,Омская область,332,59,7
2020-05-13,Омская область,355,68,7
2020-05-14,Омская область,389,70,7
2020-05-15,Омская область,436,74,7
2020-05-16,Омская область,476,88,7
2020-05-17,Омская область,534,88,7
2020-05-18,Омская область,599,91,7
2020-05-19,Омская область,652,104,7
2020-05-20,Омская область,717,115,7
2020-05-21,Омская область,764,120,7
2020-04-21,Республика Бурятия,125,38,2
2020-04-22,Республика Бурятия,153,49,2
2020-04-23,Республика Бурятия,163,55,2
2020-04-24,Республика Бурятия,167,62,2
2020-04-25,Республика Бурятия,180,62,2
2020-04-26,Республика Бурятия,186,69,2
2020-04-27,Республика Бурятия,209,69,2
2020-04-28,Республика Бурятия,227,70,2
2020-04-29,Республика Бурятия,245,83,2
2020-04-30,Республика Бурятия,271,88,3
2020-05-01,Республика Бурятия,297,94,4
2020-05-02,Республика Бурятия,325,96,4
2020-05-03,Республика Бурятия,355,102,4
2020-05-04,Республика Бурятия,373,105,4
2020-05-05,Республика Бурятия,407,125,4
2020-05-06,Республика Бурятия,450,133,4
2020-05-07,Республика Бурятия,499,144,4
2020-05-08,Республика Бурятия,518,162,4
2020-05-09,Республика Бурятия,548,171,5
2020-05-10,Республика Бурятия,570,177,5
2020-05-11,Республика Бурятия,620,188,5
2020-05-12,Республика Бурятия,659,200,5
2020-05-13,Республика Бурятия,687,237,5
2020-05-14,Республика Бурятия,736,256,5
2020-05-15,Республика Бурятия,824,277,6
2020-05-16,Республика Бурятия,865,302,6
2020-05-17,Республика Бурятия,892,321,6
2020-05-18,Республика Бурятия,948,360,6
2020-05-19,Республика Бурятия,973,384,6
2020-05-20,Республика Бурятия,1015,403,6
2020-05-21,Республика Бурятия,1042,436,6
2020-04-21,Республика Хакасия,84,4,0
2020-04-22,Республика Хакасия,87,4,0
2020-04-23,Республика Хакасия,99,8,0
2020-04-24,Республика Хакасия,102,10,1
2020-04-25,Республика Хакасия,151,10,2
2020-04-26,Республика Хакасия,176,15,2
2020-04-27,Республика Хакасия,184,15,2
2020-04-28,Республика Хакасия,206,17,7
2020-04-29,Республика Хакасия,228,20,7
2020-04-30,Республика Хакасия,232,20,7
2020-05-01,Республика Хакасия,257,22,7
2020-05-02,Республика Хакасия,266,22,7
2020-05-03,Республика Хакасия,272,22,7
2020-05-04,Республика Хакасия,302,25,7
2020-05-05,Республика Хакасия,318,32,8
2020-05-06,Республика Хакасия,340,35,8
2020-05-07,Республика Хакасия,352,50,8
2020-05-08,Республика Хакасия,367,50,8
2020-05-09,Республика Хакасия,403,94,8
2020-05-10,Республика Хакасия,425,96,8
2020-05-11,Республика Хакасия,466,96,8
2020-05-12,Республика Хакасия,503,102,8
2020-05-13,Республика Хакасия,524,146,9
2020-05-14,Республика Хакасия,532,154,9
2020-05-15,Республика Хакасия,557,192,9
2020-05-16,Республика Хакасия,595,228,10
2020-05-17,Республика Хакасия,618,237,10
2020-05-18,Республика Хакасия,642,249,10
2020-05-19,Республика Хакасия,667,299,10
2020-05-20,Республика Хакасия,695,329,10
2020-05-21,Республика Хакасия,724,366,10
2020-04-21,Томская область,37,4,0
2020-04-22,Томская область,43,4,0
2020-04-23,Томская область,52,4,0
2020-04-24,Томская область,59,4,0
2020-04-25,Томская область,66,4,0
2020-04-26,Томская область,67,4,0
2020-04-27,Томская область,76,11,0
2020-04-28,Томская область,81,11,0
2020-04-29,Томская область,87,19,0
2020-04-30,Томская область,89,21,0
2020-05-01,Томская область,97,24,1
2020-05-02,Томская область,102,24,1
2020-05-03,Томская область,119,27,1
2020-05-04,Томская область,128,27,1
2020-05-05,Томская область,147,29,1
2020-05-06,Томская область,160,34,1
2020-05-07,Томская область,162,41,1
2020-05-08,Томская область,176,48,2
2020-05-09,Томская область,191,51,2
2020-05-10,Томская область,210,56,2
2020-05-11,Томская область,279,56,3
2020-05-12,Томская область,294,58,3
2020-05-13,Томская область,311,67,4
2020-05-14,Томская область,320,69,4
2020-05-15,Томская область,329,80,4
2020-05-16,Томская область,343,88,4
2020-05-17,Томская область,363,88,4
2020-05-18,Томская область,381,90,4
2020-05-19,Томская область,397,95,4
2020-05-20,Томская область,409,103,4
2020-05-21,Томская область,429,109,4
2020-04-21,Амурская область,20,4,0
2020-04-22,Амурская область,23,4,0
2020-04-23,Амурская область,25,5,0
2020-04-24,Амурская область,28,5,0
2020-04-25,Амурская область,33,5,0
2020-04-26,Амурская область,36,5,0
2020-04-27,Амурская область,40,5,0
2020-04-28,Амурская область,41,10,0
2020-04-29,Амурская область,46,10,0
2020-04-30,Амурская область,56,10,1
2020-05-01,Амурская область,67,12,1
2020-05-02,Амурская область,72,13,1
2020-05-03,Амурская область,79,13,1
2020-05-04,Амурская область,84,14,1
2020-05-05,Амурская область,98,14,1
2020-05-06,Амурская область,106,16,1
2020-05-07,Амурская область,112,16,1
2020-05-08,Амурская область,123,20,1
2020-05-09,Амурская область,135,20,1
2020-05-10,Амурская область,140,24,1
2020-05-11,Амурская область,152,24,1
2020-05-12,Амурская область,169,30,1
2020-05-13,Амурская область,182,35,1
2020-05-14,Амурская область,194,41,1
2020-05-15,Амурская область,204,44,1
2020-05-16,Амурская область,212,49,1
2020-05-17,Амурская область,222,51,1
2020-05-18,Амурская область,238,54,1
2020-05-19,Амурская область,247,65,1
2020-05-20,Амурская область,277,71,1
2020-05-21,Амурская область,294,75,1
2020-04-21,Камчатский край,48,4,0
2020-04-22,Камчатский край,63,4,0
2020-04-23,Камчатский край,78,5,0
2020-04-24,Камчатский край,84,5,0
2020-04-25,Камчатский край,87,5,0
2020-04-26,Камчатский край,110,5,0
2020-04-27,Камчатский край,195,5,0
2020-04-28,Камчатский край,203,6,0
2020-04-29,Камчатский край,241,14,0
2020-04-30,Камчатский край,265,17,0
2020-05-01,Камчатский край,281,19,0
2020-05-02,Камчатский край,286,22,0
2020-05-03,Камчатский край,311,30,0
2020-05-04,Камчатский край,339,36,0
2020-05-05,Камчатский край,347,40,0
2020-05-06,Камчатский край,348,44,0
2020-05-07,Камчатский край,350,44,0
2020-05-08,Камчатский край,353,50,0
2020-05-09,Камчатский край,363,50,0
2020-05-10,Камчатский край,376,50,0
2020-05-11,Камчатский край,384,51,0
2020-05-12,Камчатский край,398,61,0
2020-05-13,Камчатский край,418,69,1
2020-05-14,Камчатский край,429,69,1
2020-05-15,Камчатский край,443,111,1
2020-05-16,Камчатский край,461,114,1
2020-05-17,Камчатский край,477,125,1
2020-05-18,Камчатский край,495,131,1
2020-05-19,Камчатский край,515,134,2
2020-05-20,Камчатский край,536,143,2
2020-05-21,Камчатский край,554,153,2
2020-04-21,Магаданская область,65,1,0
2020-04-22,Магаданская область,67,1,0
2020-04-23,Магаданская область,76,2,0
2020-04-24,Магаданская область,78,2,0
2020-04-25,Магаданская область,87,2,0
2020-04-26,Магаданская область,88,2,0
2020-04-27,Магаданская область,91,2,0
2020-04-28,Магаданская область,92,3,2
2020-04-29,Магаданская область,99,3,2
2020-04-30,Магаданская область,101,3,2
2020-05-01,Магаданская область,110,3,2
2020-05-02,Магаданская область,114,34,2
2020-05-03,Магаданская область,116,34,2
2020-05-04,Магаданская область,116,35,2
2020-05-05,Магаданская область,131,56,2
2020-05-06,Магаданская область,136,56,2
2020-05-07,Магаданская область,138,57,2
2020-05-08,Магаданская область,146,67,2
2020-05-09,Магаданская область,154,68,2
2020-05-10,Магаданская область,155,73,3
2020-05-11,Магаданская область,155,83,3
2020-05-12,Магаданская область,157,87,3
2020-05-13,Магаданская область,162,90,3
2020-05-14,Магаданская область,163,97,3
2020-05-15,Магаданская область,171,98,3
2020-05-16,Магаданская область,174,101,3
2020-05-17,Магаданская область,186,105,3
2020-05-18,Магаданская область,189,109,3
2020-05-19,Магаданская область,196,112,3
2020-05-20,Магаданская область,201,127,3
2020-05-21,Магаданская область,206,131,3
2020-04-21,Приморский край,104,7,2
2020-04-22,Приморский край,166,11,2
